onset	duration	trial_type	contrast	orientation	run	subject	task
0	16.002315057005035	checkerboard	1	checkerboard	1	6	localizer
4.50078180199489	0.4000277020095382	dim	1	checkerboard	1	6	localizer
8.201257312000962	0.4000634580152109	dim	1	checkerboard	1	6	localizer
13.602056300005643	0.39999405000708066	dim	1	checkerboard	1	6	localizer
16.002315057005035	16.00219817701145	checkerboard	1	checkerboard	1	6	localizer
17.70257573798881	0.4000295050209388	dim	1	checkerboard	1	6	localizer
20.8029596680135	0.4000670629902743	dim	1	checkerboard	1	6	localizer
25.703638170001796	0.40006075298879296	dim	1	checkerboard	1	6	localizer
29.404143426014343	0.40005534497322515	dim	1	checkerboard	1	6	localizer
32.004513234016486	16.002190665982198	checkerboard	1	checkerboard	1	6	localizer
32.5045763310045	0.4000496369844768	dim	1	checkerboard	1	6	localizer
37.80529846099671	0.40005654701963067	dim	1	checkerboard	1	6	localizer
40.60580726299668	0.399982032016851	dim	1	checkerboard	1	6	localizer
44.50623277600971	0.40003641598741524	dim	1	checkerboard	1	6	localizer
48.00670389999868	16.010561827017227	checkerboard	1	checkerboard	1	6	localizer
49.91519650799455	0.40004212499479763	dim	1	checkerboard	1	6	localizer
54.31589964899467	0.4000457299989648	dim	1	checkerboard	1	6	localizer
58.61647274901043	0.40006225599790923	dim	1	checkerboard	1	6	localizer
62.41699386999244	0.40016531400033273	dim	1	checkerboard	1	6	localizer
64.01726572701591	16.00216422599624	checkerboard	1	checkerboard	1	6	localizer
66.51758511801017	0.4000487349985633	dim	1	checkerboard	1	6	localizer
71.7182940870116	0.40005955199012533	dim	1	checkerboard	1	6	localizer
75.21877452600165	0.40007637700182386	dim	1	checkerboard	1	6	localizer
78.31919090499287	0.4000469320162665	dim	1	checkerboard	1	6	localizer
80.01942995301215	16.00219246800407	checkerboard	1	checkerboard	1	6	localizer
82.01972800999647	0.40004542999668047	dim	1	checkerboard	1	6	localizer
85.2201533440093	0.4000589509960264	dim	1	checkerboard	1	6	localizer
88.92064898498938	0.40012084602494724	dim	1	checkerboard	1	6	localizer
93.22122268698877	0.40005294102593325	dim	1	checkerboard	1	6	localizer
96.02162242101622	16.002215002983576	checkerboard	1	checkerboard	1	6	localizer
97.22176472001593	0.40005324099911377	dim	1	checkerboard	1	6	localizer
100.72227670601569	0.4000634579861071	dim	1	checkerboard	1	6	localizer
105.82306475701625	0.3999354609986767	dim	1	checkerboard	1	6	localizer
109.12341852099053	0.40005834901239723	dim	1	checkerboard	1	6	localizer
112.0238374239998	16.002138985990314	checkerboard	1	checkerboard	1	6	localizer
112.72392624101485	0.40004783298354596	dim	1	checkerboard	1	6	localizer
116.72447428299347	0.4000670630193781	dim	1	checkerboard	1	6	localizer
119.22480599200935	0.4000950059853494	dim	1	checkerboard	1	6	localizer
122.32523889699951	0.400053241988644	dim	1	checkerboard	1	6	localizer
125.02560143399751	0.40006676301709376	dim	1	checkerboard	1	6	localizer
127.72597298500477	0.40000186298857443	dim	1	checkerboard	1	6	localizer
128.0259764099901	16.002269387012348	checkerboard	1	checkerboard	1	6	localizer
132.82666849400266	0.3999865390069317	dim	1	checkerboard	1	6	localizer
135.326924486988	0.4001460850122385	dim	1	checkerboard	1	6	localizer
140.3276756409905	0.4000153840170242	dim	1	checkerboard	1	6	localizer
144.02824579700246	16.00216422500671	checkerboard	1	checkerboard	1	6	localizer
144.2282468790072	0.4000487349985633	dim	1	checkerboard	1	6	localizer
146.92859739699634	0.4000781810027547	dim	1	checkerboard	1	6	localizer
150.82913888900657	0.40006856599939056	dim	1	checkerboard	1	6	localizer
155.02971355200862	0.4001361689879559	dim	1	checkerboard	1	6	localizer
157.63007314500283	0.4000658610020764	dim	1	checkerboard	1	6	localizer
160.03041002200916	16.00218555799802	checkerboard	1	checkerboard	1	6	localizer
163.03082285699202	0.4000760760100093	dim	1	checkerboard	1	6	localizer
167.43138267699396	0.4002034720033407	dim	1	checkerboard	1	6	localizer
171.23196809599176	0.40004482900258154	dim	1	checkerboard	1	6	localizer
176.03259558000718	16.002376652002567	checkerboard	1	checkerboard	1	6	localizer
176.23261108400766	0.4000574479869101	dim	1	checkerboard	1	6	localizer
179.43305624800269	0.4000796820037067	dim	1	checkerboard	1	6	localizer
184.33373805499286	0.4000436280039139	dim	1	checkerboard	1	6	localizer
187.73418249801034	0.40008418998331763	dim	1	checkerboard	1	6	localizer
192.03497223200975	16.002010989002883	checkerboard	1	checkerboard	1	6	localizer
193.03492325599655	0.4001064240001142	dim	1	checkerboard	1	6	localizer
196.13528314899304	0.4001403760048561	dim	1	checkerboard	1	6	localizer
201.4360864039918	0.39999615401029587	dim	1	checkerboard	1	6	localizer
205.33673305698903	0.39991442899918184	dim	1	checkerboard	1	6	localizer
208.03698322101263	16.002068077999866	checkerboard	1	checkerboard	1	6	localizer
209.4372936580039	0.39993606199277565	dim	1	checkerboard	1	6	localizer
214.8379370069888	0.40003641601651907	dim	1	checkerboard	1	6	localizer
219.53857957400032	0.4000529409968294	dim	1	checkerboard	1	6	localizer
222.83905592601513	0.4000775789900217	dim	1	checkerboard	1	6	localizer
224.0390512990125	16.002535594976507	checkerboard	1	checkerboard	1	6	localizer
225.33927255900926	0.4000451290048659	dim	1	checkerboard	1	6	localizer
227.83956460701302	0.40006826497847214	dim	1	checkerboard	1	6	localizer
232.74038042098982	0.40002800300135277	dim	1	checkerboard	1	6	localizer
236.34087492100662	0.4000367159896996	dim	1	checkerboard	1	6	localizer
239.8413628700073	0.40013436699518934	dim	1	checkerboard	1	6	localizer
240.041586893989	16.001960212015547	checkerboard	1	checkerboard	1	6	localizer
243.84188567299861	0.4000802840164397	dim	1	checkerboard	1	6	localizer
248.9426028149901	0.4000307070091367	dim	1	checkerboard	1	6	localizer
252.54308589801076	0.3999664080038201	dim	1	checkerboard	1	6	localizer
256.04354710600455	16.00223273001029	checkerboard	1	checkerboard	1	6	localizer
256.74365695499	0.4000742740172427	dim	1	checkerboard	1	6	localizer
259.3439771870035	0.40011213198886253	dim	1	checkerboard	1	6	localizer
272.04577983601484	16.002176844980568	checkerboard	1	checkerboard	1	6	localizer
288.0479566809954	16.00219246800407	checkerboard	1	checkerboard	1	6	localizer
304.0501491489995	16.002222815994173	checkerboard	1	checkerboard	1	6	localizer
