onset	duration	trial_type	contrast	orientation	run	subject	task
0	5.000768580997828	con-0.8_ori-105	0.8	105	7	6	contrast
0	5.000768580997828	con-0.8_ori-90	0.8	90	7	6	contrast
3.800734748976538	0.39992704801261425	dim	1	NaN	7	6	contrast
6.700996211002348	0.400040321983397	dim	1	NaN	7	6	contrast
8.201187303988263	5.000675738003338	con-0.8_ori-120	0.8	120	7	6	contrast
8.501212963979924	5.000689859007252	con-0.2_ori-45	0.2	45	7	6	contrast
9.301321249979082	0.400186647020746	dim	1	NaN	7	6	contrast
12.101721885002917	0.4000391209847294	dim	1	NaN	7	6	contrast
16.902400748978835	5.000695869006449	con-0.2_ori-0	0.2	0	7	6	contrast
16.902400748978835	5.000695869006449	con-0.8_ori-75	0.8	75	7	6	contrast
17.002370641974267	0.3999823330086656	dim	1	NaN	7	6	contrast
20.30285089998506	0.4000601530133281	dim	1	NaN	7	6	contrast
23.803331638977397	0.40004903500084765	dim	1	NaN	7	6	contrast
24.603439323982457	5.000670330016874	con-0.8_ori-30	0.8	30	7	6	contrast
25.30353925799136	5.000684450991685	con-0.2_ori-0	0.2	0	7	6	contrast
28.204072636988712	0.39991412800736725	dim	1	NaN	7	6	contrast
32.20448186597787	5.000661616009893	con-0.2_ori-60	0.2	60	7	6	contrast
33.10461563098943	0.40003371200873516	dim	1	NaN	7	6	contrast
34.00484103799681	5.000563965993933	con-0.2_ori-30	0.2	30	7	6	contrast
37.80524828299531	0.40004993698676117	dim	1	NaN	7	6	contrast
40.50561172197922	5.000661015015794	con-0.2_ori-150	0.2	150	7	6	contrast
41.30578580897418	0.40002499902038835	dim	1	NaN	7	6	contrast
42.10591903398745	5.0007033809961285	con-0.2_ori-165	0.2	165	7	6	contrast
44.206102855998324	0.40007036898168735	dim	1	NaN	7	6	contrast
48.10677865499747	5.000474428990856	con-0.8_ori-45	0.8	45	7	6	contrast
48.606699933996424	0.40006195500609465	dim	1	NaN	7	6	contrast
50.60695412399946	5.000663118989905	con-0.2_ori-15	0.2	15	7	6	contrast
51.007105917989975	0.39997271800530143	dim	1	NaN	7	6	contrast
54.20735367797897	0.40005504500004463	dim	1	NaN	7	6	contrast
56.807706961000804	5.000809142977232	con-0.2_ori-120	0.2	120	7	6	contrast
58.50807911300217	0.40017252499819733	dim	1	NaN	7	6	contrast
58.608102788974065	5.000664922001306	con-0.8_ori-165	0.8	165	7	6	contrast
62.70864896799321	0.39993456000229344	dim	1	NaN	7	6	contrast
64.6089179419796	5.000747849000618	con-0.2_ori-90	0.2	90	7	6	contrast
66.1091577099869	0.40015780201065354	dim	1	NaN	7	6	contrast
67.30926605599234	5.000691663008183	con-0.8_ori-75	0.8	75	7	6	contrast
71.50983891598298	0.4000574490055442	dim	1	NaN	7	6	contrast
72.81006768799853	5.000681746983901	con-0.8_ori-135	0.8	135	7	6	contrast
74.21022759398329	0.4000436270143837	dim	1	NaN	7	6	contrast
74.8102966399747	5.0007490510179196	con-0.8_ori-105	0.8	105	7	6	contrast
78.8108467849961	0.40007096898625605	dim	1	NaN	7	6	contrast
