onset,duration,orientation,contrast,side,trial,subject,tEnd_expected_from0,tStart_realized,tEnd_realized,exitFlag,luminance_difference,correct
3.2,4.5,165,0.2,left  ,1,4,7.7,332029.126481773,332038.225825961,EMPTY,0.3,0
4.4,4.5,120,0.8,right ,1,4,8.9,332029.126481773,332038.225825961,EMPTY,0.3,0
11.4,4.5,120,0.2,left  ,2,4,15.9,332038.325753659,332047.025787719,EMPTY,0.45,0
13.6,4.5,75,0.2,right ,2,4,18.1,332038.325753659,332047.025787719,EMPTY,0.45,0
20.6,4.5,135,0.8,left  ,3,4,25.1,332047.125794866,332056.52584512,EMPTY,0.6,0
22.4,4.5,45,0.2,right ,3,4,26.9,332047.125794866,332056.52584512,EMPTY,0.6,0
29.8,4.5,105,0.8,left  ,4,4,34.3,332056.625792965,332066.026546473,EMPTY,0.6,0
31.9,4.5,60,0.2,right ,4,4,36.4,332056.625792965,332066.026546473,EMPTY,0.6,0
38.6,4.5,30,0.2,left  ,5,4,43.1,332066.126487855,332074.026461702,EMPTY,0.6,0
41.4,4.5,90,0.2,right ,5,4,45.9,332066.126487855,332074.026461702,EMPTY,0.6,0
48.1,4.5,75,0.2,left  ,6,4,52.6,332074.126434636,332082.826528378,EMPTY,0.6,0
49.4,4.5,30,0.8,right ,6,4,53.9,332074.126434636,332082.826528378,EMPTY,0.6,0
57.5,4.5,15,0.8,left  ,7,4,62,332082.92643821,332091.825819803,EMPTY,0.6,0
58.2,4.5,0,0.2,right ,7,4,62.7,332082.92643821,332091.825819803,EMPTY,0.6,0
65.2,4.5,30,0.8,left  ,8,4,69.7,332091.925808323,332100.325803837,EMPTY,0.6,0
67.2,4.5,75,0.8,right ,8,4,71.7,332091.925808323,332100.325803837,EMPTY,0.6,0
74,4.5,150,0.2,left  ,9,4,78.5,332100.425790837,332109.525755788,EMPTY,0.6,0
75.7,4.5,135,0.8,right ,9,4,80.2,332100.425790837,332109.525755788,EMPTY,0.6,0
82.5,4.5,120,0.8,left  ,10,4,87,332109.62580589,332117.425783234,EMPTY,0.6,0
84.9,4.5,135,0.2,right ,10,4,89.4,332109.62580589,332117.425783234,EMPTY,0.6,0
90.1,4.5,105,0.2,left  ,11,4,94.6,332117.526504277,332125.125791445,EMPTY,0.6,0
92.8,4.5,120,0.2,right ,11,4,97.3,332117.526504277,332125.125791445,EMPTY,0.6,0
99.4,4.5,75,0.8,left  ,12,4,103.9,332125.225777304,332132.62577928,EMPTY,0.6,0
100.5,4.5,90,0.8,right ,12,4,105,332125.225777304,332132.62577928,EMPTY,0.6,0
107.9,4.5,135,0.8,left  ,13,4,112.4,332132.725785287,332141.625768637,EMPTY,0.6,0
108,4.5,135,0.8,right ,13,4,112.5,332132.725785287,332141.625768637,EMPTY,0.6,0
115.8,4.5,165,0.8,right ,14,4,120.3,332141.725783766,332149.225783386,EMPTY,0.6,0
117,4.5,60,0.8,left  ,14,4,121.5,332141.725783766,332149.225783386,EMPTY,0.6,0
124.4,4.5,75,0.8,right ,15,4,128.9,332149.325793574,332157.525806726,EMPTY,0.6,0
124.6,4.5,0,0.2,left  ,15,4,129.1,332149.325793574,332157.525806726,EMPTY,0.6,0
132.6,4.5,30,0.2,left  ,16,4,137.1,332157.625797147,332166.026384534,EMPTY,0.6,0
132.9,4.5,165,0.8,right ,16,4,137.4,332157.625797147,332166.026384534,EMPTY,0.6,0
141.2,4.5,150,0.2,right ,17,4,145.7,332166.125787263,332173.925796159,EMPTY,0.6,0
141.4,4.5,75,0.8,left  ,17,4,145.9,332166.125787263,332173.925796159,EMPTY,0.6,0
149.1,4.5,15,0.2,left  ,18,4,153.6,332174.025777836,332182.525757309,EMPTY,0.6,0
149.3,4.5,135,0.2,right ,18,4,153.8,332174.025777836,332182.525757309,EMPTY,0.6,0
156.8,4.5,120,0.2,right ,19,4,161.3,332182.625788404,332190.825800796,EMPTY,0.6,0
157.9,4.5,165,0.8,left  ,19,4,162.4,332182.625788404,332190.825800796,EMPTY,0.6,0
166,4.5,45,0.8,right ,20,4,170.5,332190.925775631,332199.92580148,EMPTY,0.6,0
166.2,4.5,120,0.8,left  ,20,4,170.7,332190.925775631,332199.92580148,EMPTY,0.6,0
174.8,4.5,105,0.2,right ,21,4,179.3,332200.025779737,NaN,ESCAPE,0.6,0
