onset	duration	trial_type
0.200006910238881	1.99973825239576	high_1.3963
2.5996928131138	1.99973825239576	high_1.3963
13.4001473381533	1.99973825239576	high_1.7453
15.7998332410282	1.99973825239576	high_1.7453
20.000469174661	1.99973825239576	low_1.0472
22.4001550775359	1.99973825239576	low_1.0472
26.6004785485449	1.99973825239576	low_1.3963
29.0001644514198	1.99973825239576	low_1.3963
33.2004689944035	1.99973825239576	high_1.7453
35.6001548972784	1.99973825239576	high_1.7453
46.4001918040041	1.99973825239576	high_1.0472
48.7998777068791	1.99973825239576	high_1.0472
53.0004923089175	1.99973825239576	low_2.7925
55.4001782117924	1.99973825239576	low_2.7925
59.6004274729232	1.99973825239576	high_2.0944
62.0001133757981	1.99973825239576	high_2.0944
66.2006174141599	1.99973825239576	low_0.69813
68.6003033170348	1.99973825239576	low_0.69813
72.8004870811885	1.99973825239576	low_0
75.2001729840634	1.99973825239576	low_0
79.4004964550433	1.99973825239576	high_1.0472
81.8001823579182	1.99973825239576	high_1.0472
92.6002063455118	1.99973825239576	low_1.0472
94.9998922483867	1.99973825239576	low_1.0472
99.2005086531164	1.99973825239576	low_1.3963
101.600194555991	1.99973825239576	low_1.3963
112.400197211991	1.99973825239576	low_0.34907
114.799883114866	1.99973825239576	low_0.34907
119.000471277791	1.99973825239576	high_0.69813
121.400157180666	1.99973825239576	high_0.69813
125.600536233967	1.99973825239576	high_1.3963
128.000222136842	1.99973825239576	high_1.3963
132.200471097504	1.99973825239576	high_0.69813
134.600157000379	1.99973825239576	high_0.69813
145.400215238699	1.99973825239576	high_2.0944
147.799901141574	1.99973825239576	high_2.0944
152.000524756953	1.99973825239576	low_0
154.400210659828	1.99973825239576	low_0
158.600439190271	1.99973825239576	high_2.7925
161.000125093146	1.99973825239576	high_2.7925
165.200497837114	1.99973825239576	low_0.34907
167.600183739989	1.99973825239576	low_0.34907
171.800463346025	1.99973825239576	high_2.4435
174.2001492489	1.99973825239576	high_2.4435
178.400457697676	1.99973825239576	high_0
180.800143600551	1.99973825239576	high_0
185.000537075207	1.99973825239576	low_0.69813
187.400222978082	1.99973825239576	low_0.69813
198.200174258021	1.99973825239576	low_1.7453
200.599860160896	1.99973825239576	low_1.7453
204.800502704299	1.99973825239576	high_0.34907
207.200188607174	1.99973825239576	high_0.34907
211.400437267427	1.99973825239576	low_1.7453
213.800123170302	1.99973825239576	low_1.7453
218.000452349766	1.99973825239576	low_2.4435
220.400138252641	1.99973825239576	low_2.4435
224.600500180578	1.99973825239576	high_2.7925
227.000186083453	1.99973825239576	high_2.7925
231.200419120566	1.99973825239576	low_2.4435
233.600105023441	1.99973825239576	low_2.4435
244.400173476856	1.99973825239576	high_0.34907
246.799859379731	1.99973825239576	high_0.34907
251.000472179108	1.99973825239576	low_2.0944
253.400158081983	1.99973825239576	low_2.0944
257.600416356453	1.99973825239576	low_2.7925
260.000102259328	1.99973825239576	low_2.7925
264.200713256042	1.99973825239576	high_0
266.600399158917	1.99973825239576	high_0
270.800698594353	1.99973825239576	low_2.0944
273.200384497228	1.99973825239576	low_2.0944
284.00021199389	1.99973825239576	high_2.4435
286.399897896765	1.99973825239576	high_2.4435
