onset	duration	trial_type
0.200016824895283	1.99970219917595	low_2.7925
2.59965946390643	1.99970219917595	low_2.7925
6.80056038969196	1.99970219917595	low_1.0472
9.20020302870311	1.99970219917595	low_1.0472
13.4004829350335	1.99970219917595	low_2.4435
15.8001255740447	1.99970219917595	low_2.4435
20.0005698236811	1.99970219917595	low_0.34907
22.4002124626923	1.99970219917595	low_0.34907
26.6004962747858	1.99970219917595	high_2.4435
29.000138913797	1.99970219917595	high_2.4435
33.2004527703568	1.99970219917595	low_0.34907
35.6000954093679	1.99970219917595	low_0.34907
39.8005276412179	1.99970219917595	high_0
42.2001702802291	1.99970219917595	high_0
46.4004850381345	1.99970219917595	high_1.7453
48.8001276771457	1.99970219917595	high_1.7453
59.6002096503973	1.99970219917595	high_0.69813
61.9998522894085	1.99970219917595	high_0.69813
66.2005344913516	1.99970219917595	low_2.0944
68.6001771303627	1.99970219917595	low_2.0944
72.800476866035	1.99970219917595	low_0.69813
75.2001195050462	1.99970219917595	low_0.69813
79.4004763252335	1.99970219917595	high_1.3963
81.8001189642446	1.99970219917595	high_1.3963
86.0004914075718	1.99970219917595	low_1.7453
88.400134046583	1.99970219917595	low_1.7453
99.2001922847005	1.99970219917595	high_1.0472
101.599834923712	1.99970219917595	high_1.0472
105.800542663451	1.99970219917595	high_1.7453
108.200185302462	1.99970219917595	high_1.7453
119.000219504978	1.99970219917595	high_2.4435
121.399862143989	1.99970219917595	high_2.4435
125.600508292572	1.99970219917595	high_0.34907
128.000150931583	1.99970219917595	high_0.34907
132.200456075242	1.99970219917595	high_1.0472
134.600098714253	1.99970219917595	high_1.0472
138.800486480282	1.99970219917595	low_0
141.200129119293	1.99970219917595	low_0
145.400452890538	1.99970219917595	high_0.34907
147.800095529549	1.99970219917595	high_0.34907
152.000498317811	1.99970219917595	low_2.0944
154.400140956822	1.99970219917595	low_2.0944
165.200253575447	1.99970219917595	low_1.0472
167.599896214458	1.99970219917595	low_1.0472
178.400186696427	1.99970219917595	high_0.69813
180.799829335439	1.99970219917595	high_0.69813
185.0005298645	1.99970219917595	high_2.0944
187.400172503511	1.99970219917595	high_2.0944
191.600471938745	1.99970219917595	low_0
194.000114577756	1.99970219917595	low_0
198.200498738431	1.99970219917595	low_1.3963
200.600141377442	1.99970219917595	low_1.3963
204.800535152334	1.99970219917595	high_2.7925
207.200177791346	1.99970219917595	high_2.7925
211.400528302201	1.99970219917595	low_1.7453
213.800170941212	1.99970219917595	low_1.7453
218.000440932828	1.99970219917595	low_0.69813
220.400083571839	1.99970219917595	low_0.69813
224.600522113021	1.99970219917595	high_0
227.000164752032	1.99970219917595	high_0
231.200515262887	1.99970219917595	low_2.7925
233.600157901898	1.99970219917595	low_2.7925
244.400225153356	1.99970219917595	high_1.3963
246.799867792367	1.99970219917595	high_1.3963
257.600193125941	1.99970219917595	low_1.3963
259.999835764952	1.99970219917595	low_1.3963
264.200432340108	1.99970219917595	high_2.7925
266.600074979119	1.99970219917595	high_2.7925
270.800499699853	1.99970219917595	low_2.4435
273.200142338864	1.99970219917595	low_2.4435
277.40047692614	1.99970219917595	high_2.0944
279.800119565151	1.99970219917595	high_2.0944
