onset	duration	orientation	contrast	side	trial	subject	response_time
0	8.40122793728369	150	0.2	left	1	4	n/a
0	8.40122793728369	135	0.2	right	1	4	n/a
8.50112358605838	8.60141434529214	0	0.2	left	2	4	n/a
8.50112358605838	8.60141434529214	165	0.8	right	2	4	n/a
17.2357676846441	7.76797820313368	15	0.2	left	3	4	n/a
17.2357676846441	7.76797820313368	0	0.2	right	3	4	n/a
25.1037421920628	8.69305804398027	120	0.2	left	4	4	n/a
25.1037421920628	8.69305804398027	75	0.2	right	4	4	n/a
33.92996599045	9.16821430792334	120	0.8	left	5	4	n/a
33.92996599045	9.16821430792334	165	0.2	right	5	4	n/a
43.2230280005606	7.47623973802547	60	0.2	right	6	4	n/a
43.2230280005606	7.47623973802547	45	0.2	left	6	4	n/a
50.8075932122592	8.09288010906312	105	0.8	right	7	4	n/a
50.8075932122592	8.09288010906312	90	0.2	left	7	4	n/a
59.0005128924677	7.80120173678733	120	0.8	right	8	4	n/a
59.0005128924677	7.80120173678733	150	0.8	left	8	4	n/a
66.9017581064545	8.0011579892016	90	0.2	right	9	4	n/a
66.9017581064545	8.0011579892016	105	0.2	left	9	4	n/a
75.0029235171096	9.40138117407332	60	0.2	right	10	4	n/a
75.0029235171096	9.40138117407332	0	0.2	left	10	4	n/a
84.5043863273168	8.49291069630999	30	0.2	right	11	4	n/a
84.5043863273168	8.49291069630999	135	0.8	left	11	4	n/a
93.0973134590313	8.9013527801726	75	0.8	right	12	4	n/a
93.0973134590313	8.9013527801726	90	0.2	left	12	4	n/a
102.098679970426	9.10135350128985	75	0.8	right	13	4	n/a
102.098679970426	9.10135350128985	75	0.2	left	13	4	n/a
111.300056817796	7.70117809023941	120	0.8	right	14	4	n/a
111.300056817796	7.70117809023941	120	0.2	left	14	4	n/a
119.101266066195	9.20131825684803	60	0.8	right	15	4	n/a
119.101266066195	9.20131825684803	75	0.8	left	15	4	n/a
128.40268248471	7.60105589145678	15	0.2	right	16	4	n/a
128.40268248471	7.60105589145678	90	0.8	left	16	4	n/a
136.162040669034	8.83474586583907	165	0.8	right	17	4	n/a
136.162040669034	8.83474586583907	165	0.2	left	17	4	n/a
145.1299772278	8.86815238225972	135	0.8	right	18	4	n/a
145.1299772278	8.86815238225972	60	0.8	left	18	4	n/a
154.098186007206	8.90128787988215	135	0.2	right	19	4	n/a
154.098186007206	8.90128787988215	90	0.8	left	19	4	n/a
163.099477402517	7.60112890429446	90	0.8	right	20	4	n/a
163.099477402517	7.60112890429446	0	0.2	left	20	4	n/a
170.800643774681	8.30124485344277	60	0.2	left	21	4	n/a
170.800643774681	8.30124485344277	30	0.8	right	21	4	n/a
179.20189094168	8.40129013339174	45	0.2	right	22	4	n/a
179.20189094168	8.40129013339174	105	0.8	left	22	4	n/a
187.703218242503	8.50124887964921	150	0.2	right	23	4	n/a
187.703218242503	8.50124887964921	150	0.8	left	23	4	n/a
196.304465229216	9.29309446024126	15	0.2	right	24	4	n/a
196.304465229216	9.29309446024126	105	0.8	left	24	4	n/a
205.6975716179	8.80131441089907	45	0.8	right	25	4	n/a
205.6975716179	8.80131441089907	30	0.2	left	25	4	n/a
214.599025654519	9.00123881411855	45	0.2	right	26	4	n/a
214.599025654519	9.00123881411855	15	0.2	left	26	4	n/a
223.725136808876	8.47640980078722	0	0.2	right	27	4	n/a
223.725136808876	8.47640980078722	60	0.8	left	27	4	n/a
232.301572960365	9.4013976996066	0	0.2	right	28	4	n/a
232.301572960365	9.4013976996066	135	0.8	left	28	4	n/a
241.802966062853	7.50114792367094	150	0.2	right	29	4	n/a
241.802966062853	7.50114792367094	165	0.8	left	29	4	n/a
249.40419982915	8.49288515685475	105	0.8	right	30	4	n/a
249.40419982915	8.49288515685475	45	0.2	left	30	4	n/a
257.99710292372	7.90115687748767	90	0.8	right	31	4	n/a
257.99710292372	7.90115687748767	0	0.2	left	31	4	n/a
265.998301175132	8.40123424705234	120	0.2	right	32	4	n/a
265.998301175132	8.40123424705234	75	0.8	left	32	4	n/a
274.499559369171	8.80136699214927	165	0.2	right	33	4	n/a
274.499559369171	8.80136699214927	30	0.8	left	33	4	n/a
283.400944599503	7.80111760681029	105	0.2	right	34	4	n/a
283.400944599503	7.80111760681029	75	0.2	left	34	4	n/a
291.302062416624	8.60131278840709	30	0.8	right	35	4	n/a
291.302062416624	8.60131278840709	45	0.8	left	35	4	n/a
300.003378720459	7.90123169307481	15	0.8	right	36	4	n/a
300.003378720459	7.90123169307481	150	0.2	left	36	4	n/a
308.004669815331	9.19298878696281	135	0.8	right	37	4	n/a
308.004669815331	9.19298878696281	30	0.8	left	37	4	n/a
317.339204605029	7.55954044594546	0	0.2	right	38	4	n/a
317.339204605029	7.55954044594546	135	0.2	left	38	4	n/a
325.040419952857	7.65957250547945	90	0.2	right	39	4	n/a
325.040419952857	7.65957250547945	135	0.2	left	39	4	n/a
332.799992969143	9.401413023239	60	0.8	right	40	4	n/a
332.799992969143	9.401413023239	30	0.2	left	40	4	n/a
342.301433544955	7.60109945878503	15	0.8	right	41	4	n/a
342.301433544955	7.60109945878503	15	0.8	left	41	4	n/a
350.002642282576	7.70106451478205	75	0.2	right	42	4	n/a
350.002642282576	7.70106451478205	60	0.2	left	42	4	n/a
357.803735852271	7.69299164137919	150	0.8	right	43	4	n/a
357.803735852271	7.69299164137919	165	0.8	left	43	4	n/a
365.604915955628	7.5928144576319	105	0.2	right	44	4	n/a
365.604915955628	7.5928144576319	165	0.2	left	44	4	n/a
373.297758266301	8.20121669990476	150	0.8	right	45	4	n/a
373.297758266301	8.20121669990476	120	0.8	left	45	4	n/a
381.598985392309	8.8013219225104	30	0.2	right	46	4	n/a
381.598985392309	8.8013219225104	45	0.8	left	46	4	n/a
390.50031052978	9.2013879645674	45	0.8	right	47	4	n/a
390.50031052978	9.2013879645674	105	0.2	left	47	4	n/a
399.801715831127	15.7023390841205	120	0.2	right	48	4	n/a
399.801715831127	15.7023390841205	15	0.8	left	48	4	n/a
NaN	NaN	n/a	n/a	middle	1	4	n/a
NaN	0.300204045255668	n/a	n/a	middle	2	4	0.3684803
NaN	0.300023766729282	n/a	n/a	middle	3	4	0.3034878
NaN	0.300052310805768	n/a	n/a	middle	4	4	0.2698533
NaN	0.300058620574418	n/a	n/a	middle	5	4	0.3805253
NaN	0.300042695977027	n/a	n/a	middle	6	4	0.3128058
NaN	0.300063428003341	n/a	n/a	middle	7	4	0.3681318
NaN	0.300049005716573	n/a	n/a	middle	8	4	0.2963133
NaN	0.299931524175918	n/a	n/a	middle	9	4	0.4447511
NaN	0.300048404780682	n/a	n/a	middle	10	4	0.3330367
NaN	0.300048104312737	n/a	n/a	middle	11	4	0.5394586
NaN	0.300029475532938	n/a	n/a	middle	12	4	0.460002
NaN	0.300016255117953	n/a	n/a	middle	13	4	n/a
NaN	0.299924613529583	n/a	n/a	middle	14	4	-4.544292
NaN	0.300033381558023	n/a	n/a	middle	15	4	0.2570808
NaN	0.300003034673864	n/a	n/a	middle	16	4	0.4556318
NaN	0.300113605539082	n/a	n/a	middle	17	4	0.3508019
NaN	0.300028574158205	n/a	n/a	middle	18	4	0.4591448
NaN	0.30003428296186	n/a	n/a	middle	19	4	0.8214437
NaN	0.300010245817248	n/a	n/a	middle	20	4	n/a
NaN	0.300052911741659	n/a	n/a	middle	21	4	0.4007754
NaN	0.300003635638859	n/a	n/a	middle	22	4	0.4751385
NaN	0.300056517327903	n/a	n/a	middle	23	4	0.4754763
NaN	0.300037888519	n/a	n/a	middle	24	4	0.5321183
NaN	0.300093173951609	n/a	n/a	middle	25	4	0.3466844
NaN	0.300051108963089	n/a	n/a	middle	26	4	n/a
NaN	0.30003067740472	n/a	n/a	middle	27	4	0.459268
NaN	0.300094676262233	n/a	n/a	middle	28	4	0.8397044
NaN	0.300045700598275	n/a	n/a	middle	29	4	0.5528614
NaN	0.300024968571961	n/a	n/a	middle	30	4	0.4183463
NaN	0.300050808524247	n/a	n/a	middle	31	4	0.3709114
NaN	0.30020104063442	n/a	n/a	middle	32	4	0.3120895
NaN	0.300042695947923	n/a	n/a	middle	33	4	0.5085778
NaN	0.300065531249857	n/a	n/a	middle	34	4	0.351834
NaN	0.300072441925295	n/a	n/a	middle	35	4	0.3631441
NaN	0.300030376936775	n/a	n/a	middle	36	4	0.369489
NaN	0.3000691368361	n/a	n/a	middle	37	4	0.7379192
NaN	0.300105793459807	n/a	n/a	middle	38	4	0.4192729
NaN	0.300033381587127	n/a	n/a	middle	39	4	n/a
NaN	0.300027973222313	n/a	n/a	middle	40	4	n/a
NaN	0.300019860675093	n/a	n/a	middle	41	4	0.642501
NaN	0.300048404780682	n/a	n/a	middle	42	4	0.4550756
NaN	0.300064329378074	n/a	n/a	middle	43	4	0.4963459
NaN	0.299970584572293	n/a	n/a	middle	44	4	0.3745945
NaN	0.300065831717802	n/a	n/a	middle	45	4	0.6310266
NaN	0.300055615924066	n/a	n/a	middle	46	4	0.4765492
NaN	0.30002076207893	n/a	n/a	middle	47	4	n/a
NaN	0.300100685562938	n/a	n/a	middle	48	4	0.4670618
NaN	0.300004837481538	n/a	n/a	middle	49	4	0.5156661
NaN	0.30017069375026	n/a	n/a	middle	50	4	1.21681
NaN	0.300021963921608	n/a	n/a	middle	51	4	n/a
