onset	duration	orientation	contrast	side	trial	subject	response_time
0	8.19289954908891	90	0.2	right	1	4	n/a
0	8.19289954908891	60	0.8	left	1	4	n/a
8.29291267937515	9.10134568923968	30	0.8	right	2	4	n/a
8.29291267937515	9.10134568923968	30	0.2	left	2	4	n/a
17.4942838179122	8.10120447105146	15	0.8	right	3	4	n/a
17.4942838179122	8.10120447105146	0	0.2	left	3	4	n/a
25.6956222058798	8.00112613997771	150	0.8	right	4	4	n/a
25.6956222058798	8.00112613997771	105	0.2	left	4	4	n/a
33.7967428473639	9.40136014154996	120	0.8	right	5	4	n/a
33.7967428473639	9.40136014154996	135	0.8	left	5	4	n/a
43.2981218280329	8.9013281421212	0	0.2	right	6	4	n/a
43.2981218280329	8.9013281421212	60	0.2	left	6	4	n/a
52.299504564493	8.19289113610284	75	0.8	right	7	4	n/a
52.299504564493	8.19289113610284	120	0.2	left	7	4	n/a
60.6091452903929	7.58453756899689	60	0.2	right	8	4	n/a
60.6091452903929	7.58453756899689	150	0.8	left	8	4	n/a
68.3018590023567	8.89303082189872	120	0.2	right	9	4	n/a
68.3018590023567	8.89303082189872	15	0.2	left	9	4	n/a
77.3113978407928	8.68481570875156	75	0.8	right	10	4	n/a
77.3113978407928	8.68481570875156	165	0.2	left	10	4	n/a
86.0962287831062	7.50112208371866	150	0.8	right	11	4	n/a
86.0962287831062	7.50112208371866	30	0.8	left	11	4	n/a
93.6973919402808	8.90131852726336	0	0.2	right	12	4	n/a
93.6973919402808	8.90131852726336	45	0.8	left	12	4	n/a
102.698734114092	8.40125257533509	105	0.8	left	13	4	n/a
102.698734114092	8.40125257533509	75	0.2	right	13	4	n/a
111.199988702545	8.2929589508858	165	0.8	left	14	4	n/a
111.199988702545	8.2929589508858	120	0.2	right	14	4	n/a
119.593007355666	8.00114206460421	90	0.2	left	15	4	n/a
119.593007355666	8.00114206460421	75	0.2	right	15	4	n/a
127.6941637524	7.50111006517545	165	0.8	left	16	4	n/a
127.6941637524	7.50111006517545	105	0.2	right	16	4	n/a
135.295305276173	8.90136509921285	120	0.2	left	17	4	n/a
135.295305276173	8.90136509921285	30	0.2	right	17	4	n/a
144.296662473178	7.60112439730437	30	0.8	left	18	4	n/a
144.296662473178	7.60112439730437	105	0.8	right	18	4	n/a
152.039407087897	8.05960669831256	90	0.8	left	19	4	n/a
152.039407087897	8.05960669831256	90	0.2	right	19	4	n/a
160.199031723925	8.20123412684188	165	0.2	left	20	4	n/a
160.199031723925	8.20123412684188	150	0.2	right	20	4	n/a
168.492133996246	9.20121790177654	120	0.8	left	21	4	n/a
168.492133996246	9.20121790177654	30	0.2	right	21	4	n/a
177.793368633866	7.40113118779846	75	0.2	left	22	4	n/a
177.793368633866	7.40113118779846	135	0.8	right	22	4	n/a
185.294495224574	9.10132916367729	0	0.2	left	23	4	n/a
185.294495224574	9.10132916367729	105	0.2	right	23	4	n/a
194.495837819006	8.00124151827185	150	0.2	left	24	4	n/a
194.495837819006	8.00124151827185	165	0.8	right	24	4	n/a
202.59694283639	8.00132985474193	150	0.8	left	25	4	n/a
202.59694283639	8.00132985474193	0	0.2	right	25	4	n/a
210.698272901471	8.40127601154381	135	0.8	left	26	4	n/a
210.698272901471	8.40127601154381	15	0.8	right	26	4	n/a
219.199589686032	8.8930046815367	90	0.2	left	27	4	n/a
219.199589686032	8.8930046815367	150	0.2	right	27	4	n/a
228.225803088339	7.76803499087691	75	0.8	left	28	4	n/a
228.225803088339	7.76803499087691	165	0.2	right	28	4	n/a
236.093806139863	8.00119644863298	135	0.2	left	29	4	n/a
236.093806139863	8.00119644863298	60	0.8	right	29	4	n/a
244.219878834789	9.17652034157072	165	0.2	right	30	4	n/a
244.219878834789	9.17652034157072	30	0.2	left	30	4	n/a
253.496395781112	8.80130719975568	120	0.8	right	31	4	n/a
253.496395781112	8.80130719975568	45	0.2	left	31	4	n/a
262.397731735313	7.9011797127605	165	0.8	right	32	4	n/a
262.397731735313	7.9011797127605	60	0.8	left	32	4	n/a
270.398923676985	9.2932437909767	15	0.2	right	33	4	n/a
270.398923676985	9.2932437909767	0	0.2	left	33	4	n/a
279.791895157221	9.10152055940125	15	0.8	left	34	4	n/a
279.791895157221	9.10152055940125	45	0.2	right	34	4	n/a
288.99343004878	7.80117439455353	0	0.2	left	35	4	n/a
288.99343004878	7.80117439455353	135	0.8	right	35	4	n/a
296.927883472759	7.36783043478499	75	0.8	left	36	4	n/a
296.927883472759	7.36783043478499	30	0.8	right	36	4	n/a
304.39571622113	8.70130879222415	45	0.8	left	37	4	n/a
304.39571622113	8.70130879222415	45	0.8	right	37	4	n/a
313.197039045015	9.2015024414286	15	0.2	left	38	4	n/a
313.197039045015	9.2015024414286	105	0.8	right	38	4	n/a
322.49844314449	7.60114212470944	45	0.2	left	39	4	n/a
322.49844314449	7.60114212470944	90	0.8	right	39	4	n/a
330.199595695303	7.39275785014615	120	0.8	left	40	4	n/a
330.199595695303	7.39275785014615	60	0.2	right	40	4	n/a
337.692392515688	8.60131278837798	105	0.2	left	41	4	n/a
337.692392515688	8.60131278837798	15	0.2	right	41	4	n/a
346.42694587406	8.66800713783596	105	0.8	left	42	4	n/a
346.42694587406	8.66800713783596	135	0.2	right	42	4	n/a
355.194911758153	8.40139138983795	15	0.8	left	43	4	n/a
355.194911758153	8.40139138983795	45	0.2	right	43	4	n/a
363.696327695914	7.40109693488921	75	0.2	left	44	4	n/a
363.696327695914	7.40109693488921	135	0.2	right	44	4	n/a
371.197455187998	8.70128775972989	60	0.2	left	45	4	n/a
371.197455187998	8.70128775972989	60	0.8	right	45	4	n/a
379.998782218405	9.30136654144735	90	0.8	left	46	4	n/a
379.998782218405	9.30136654144735	45	0.8	right	46	4	n/a
389.400246921519	9.19299780091387	150	0.2	left	47	4	n/a
389.400246921519	9.19299780091387	0	0.2	right	47	4	n/a
398.693255749444	16.7024688847014	135	0.2	left	48	4	n/a
398.693255749444	16.7024688847014	90	0.8	right	48	4	n/a
NaN	NaN	n/a	n/a	middle	1	4	n/a
NaN	0.300025269039907	n/a	n/a	middle	2	4	0.3746299
NaN	0.291828003450064	n/a	n/a	middle	3	4	0.2798719
NaN	0.300079653068678	n/a	n/a	middle	4	4	0.3014359
NaN	0.300062526599504	n/a	n/a	middle	5	4	0.3231706
NaN	0.300025569507852	n/a	n/a	middle	6	4	0.3824961
NaN	0.300042695977027	n/a	n/a	middle	7	4	0.265955
NaN	0.300059521978255	n/a	n/a	middle	8	4	0.3839416
NaN	0.300046902470058	n/a	n/a	middle	9	4	0.333442
NaN	0.300119915278628	n/a	n/a	middle	10	4	0.2777272
NaN	0.300029776000883	n/a	n/a	middle	11	4	0.3248487
NaN	0.300039691326674	n/a	n/a	middle	12	4	n/a
NaN	0.300029475532938	n/a	n/a	middle	13	4	n/a
NaN	0.300050808495143	n/a	n/a	middle	14	4	-4.311009
NaN	0.30007454517181	n/a	n/a	middle	15	4	-3.990472
NaN	0.299966978956945	n/a	n/a	middle	16	4	-1.939591
NaN	0.30019172624452	n/a	n/a	middle	17	4	-4.662696
NaN	0.300040292262565	n/a	n/a	middle	18	4	0.2975975
NaN	0.300046602002112	n/a	n/a	middle	19	4	0.3441328
NaN	0.300060423352988	n/a	n/a	middle	20	4	n/a
NaN	0.300037287612213	n/a	n/a	middle	21	4	0.3804487
NaN	0.300167689099908	n/a	n/a	middle	22	4	0.5946094
NaN	0.300052911770763	n/a	n/a	middle	23	4	0.482231
NaN	0.299896369862836	n/a	n/a	middle	24	4	0.4196097
NaN	0.300049606652465	n/a	n/a	middle	25	4	0.4159612
NaN	0.300067634496372	n/a	n/a	middle	26	4	0.2624618
NaN	0.300006940728053	n/a	n/a	middle	27	4	0.4816009
NaN	0.300062526628608	n/a	n/a	middle	28	4	0.415951
NaN	0.300019560207147	n/a	n/a	middle	29	4	n/a
NaN	0.300093173951609	n/a	n/a	middle	30	4	0.325751
NaN	0.300008443067782	n/a	n/a	middle	31	4	0.7215255
NaN	0.300130731979152	n/a	n/a	middle	32	4	0.332494
NaN	0.300057719199685	n/a	n/a	middle	33	4	0.4103257
NaN	0.300059822417097	n/a	n/a	middle	34	4	0.4213789
NaN	0.300041494105244	n/a	n/a	middle	35	4	0.4257431
NaN	0.300035785301588	n/a	n/a	middle	36	4	n/a
NaN	0.300061324727722	n/a	n/a	middle	37	4	-3.094386
NaN	0.30000153236324	n/a	n/a	middle	38	4	-5.100474
NaN	0.300038789951941	n/a	n/a	middle	39	4	-3.276909
NaN	0.300027071818477	n/a	n/a	middle	40	4	-3.183622
NaN	0.300026170443743	n/a	n/a	middle	41	4	0.6309554
NaN	0.300068535900209	n/a	n/a	middle	42	4	0.4633678
NaN	0.300054714549333	n/a	n/a	middle	43	4	0.4976568
NaN	0.300035785272485	n/a	n/a	middle	44	4	0.4359364
NaN	0.300134037126554	n/a	n/a	middle	45	4	n/a
NaN	0.299932726076804	n/a	n/a	middle	46	4	n/a
NaN	0.300039090390783	n/a	n/a	middle	47	4	n/a
NaN	0.300022264418658	n/a	n/a	middle	48	4	0.794676
NaN	0.300039090390783	n/a	n/a	middle	49	4	0.4523697
NaN	0.300033081119182	n/a	n/a	middle	50	4	0.830567
NaN	0.300039691326674	n/a	n/a	middle	51	4	0.5291683
NaN	0.300177904893644	n/a	n/a	middle	52	4	0.4116282
NaN	0.30004359735176	n/a	n/a	middle	53	4	n/a
NaN	0.300029475532938	n/a	n/a	middle	54	4	n/a
NaN	0.300046301534167	n/a	n/a	middle	55	4	0.3215292
NaN	0.299929420958506	n/a	n/a	middle	56	4	0.6140558
NaN	0.300043296883814	n/a	n/a	middle	57	4	0.4632957
NaN	0.300024668133119	n/a	n/a	middle	58	4	0.2865993
NaN	0.300067634496372	n/a	n/a	middle	59	4	0.3307543
NaN	0.291677470871946	n/a	n/a	middle	60	4	0.3999849
NaN	0.300058921042364	n/a	n/a	middle	61	4	0.4235311
NaN	0.300112403667299	n/a	n/a	middle	62	4	n/a
NaN	0.299885553162312	n/a	n/a	middle	63	4	-2.881686
NaN	0.300045099691488	n/a	n/a	middle	64	4	-3.310321
NaN	0.300049606652465	n/a	n/a	middle	65	4	0.6919268
NaN	0.200053302367451	n/a	n/a	middle	66	4	0.388305
NaN	0.300048705248628	n/a	n/a	middle	67	4	0.499349
NaN	0.300047803844791	n/a	n/a	middle	68	4	0.6740582
NaN	0.200030767562566	n/a	n/a	middle	69	4	n/a
NaN	0.200041884701932	n/a	n/a	middle	70	4	-4.116181
NaN	0.200044288445497	n/a	n/a	middle	71	4	-3.314786
NaN	0.200016645743744	n/a	n/a	middle	72	4	-2.548348
NaN	0.200012439221609	n/a	n/a	middle	73	4	-4.533112
NaN	0.300049306184519	n/a	n/a	middle	74	4	0.3012494
NaN	0.300160177488578	n/a	n/a	middle	75	4	0.3368033
NaN	0.200000721117249	n/a	n/a	middle	76	4	n/a
NaN	0.199953548231861	n/a	n/a	middle	77	4	-2.321181
NaN	0.200019650364993	n/a	n/a	middle	78	4	-3.537757
NaN	0.300023466261337	n/a	n/a	middle	79	4	0.6155629
NaN	0.199931313865818	n/a	n/a	middle	80	4	-0.4272932
NaN	0.300016555585898	n/a	n/a	middle	81	4	0.5593497
NaN	0.300037287612213	n/a	n/a	middle	82	4	0.3165093
NaN	0.300050808524247	n/a	n/a	middle	83	4	0.4666946
NaN	0.30006462984602	n/a	n/a	middle	84	4	0.4143351
NaN	0.300067334028427	n/a	n/a	middle	85	4	0.3774822
NaN	0.299999429116724	n/a	n/a	middle	86	4	n/a
NaN	0.299998828180833	n/a	n/a	middle	87	4	0.4361076
NaN	0.299979298026301	n/a	n/a	middle	88	4	0.3557079
NaN	0.200102578499354	n/a	n/a	middle	89	4	0.597277
NaN	0.30004990712041	n/a	n/a	middle	90	4	0.4958165
NaN	0.300076648418326	n/a	n/a	middle	91	4	0.4562006
NaN	0.300048104312737	n/a	n/a	middle	92	4	0.3124185
NaN	0.200068325561006	n/a	n/a	middle	93	4	0.370735
NaN	0.200039481016574	n/a	n/a	middle	94	4	n/a
NaN	0.200084250158397	n/a	n/a	middle	95	4	0.2945039
NaN	0.300050508056302	n/a	n/a	middle	96	4	n/a
NaN	0.200043086573714	n/a	n/a	middle	97	4	0.3274631
NaN	0.199932515708497	n/a	n/a	middle	98	4	0.569615
NaN	0.300048705248628	n/a	n/a	middle	99	4	0.355259
NaN	0.200023856858024	n/a	n/a	middle	100	4	0.3192841
NaN	0.200039480987471	n/a	n/a	middle	101	4	0.2785355
NaN	0.30000153236324	n/a	n/a	middle	102	4	0.3696591
NaN	0.299337806849508	n/a	n/a	middle	103	4	0.4479186
NaN	0.300089267926523	n/a	n/a	middle	104	4	0.4571561
NaN	0.300040893198457	n/a	n/a	middle	105	4	0.4723499
NaN	0.300003936077701	n/a	n/a	middle	106	4	0.39439
NaN	0.200055405613966	n/a	n/a	middle	107	4	0.3587606
NaN	NaN	n/a	n/a	middle	108	4	0.4031548
